Outcome,Model,Evaluation_weighting,Missingness_stratum,N,Positive_N,Negative_N,AUROC,AUPRC,Recall,Precision,F1,Specificity,Brier,Observed_prevalence,Mean_predicted_probability,Predicted_positive_rate,Interpretation
MEDNG,XGBoost,Unweighted,>=1 cleaned-feature missing,375,36,339,0.7628646345460505,0.3421504749748028,0.3888888888888889,0.2978723404255319,0.3373493975903615,0.9026548672566371,0.07754945855551436,0.096,0.09466689479785662,0.12533333333333332,Evaluation stratum only; preprocessing and model were not refit.
MEDNG,XGBoost,WTFA_A,>=1 cleaned-feature missing,375,36,339,0.7046481796463375,0.23848922929634472,0.3506449743690148,0.211353774136224,0.2637377357579649,0.8743143332911464,0.07822643778474607,0.08764180068639914,0.09984730384418797,0.1454015055133558,Evaluation stratum only; preprocessing and model were not refit.
MEDDL,LR,Unweighted,No cleaned-feature missing,6043,487,5556,0.7899089428081892,0.319928652531823,0.4271047227926078,0.329635499207607,0.37209302325581395,0.923866090712743,0.06431276888806342,0.08058911136852556,0.08105471553056569,0.10441833526394174,Evaluation stratum only; preprocessing and model were not refit.
MEDDL,LR,WTFA_A,No cleaned-feature missing,6043,487,5556,0.7879334931204982,0.3440048412335834,0.47193919380963306,0.34171745228934436,0.3964076486496178,0.9130133979509881,0.06821179338212144,0.08732476119528002,0.08712365436211376,0.12060249519601217,Evaluation stratum only; preprocessing and model were not refit.
MEDDL,LR,Unweighted,>=1 cleaned-feature missing,376,36,340,0.7015522875816993,0.30943975461680084,0.4444444444444444,0.2807017543859649,0.34408602150537637,0.8794117647058823,0.078553779810507,0.09574468085106383,0.09218309105141172,0.15159574468085107,Evaluation stratum only; preprocessing and model were not refit.
MEDDL,LR,WTFA_A,>=1 cleaned-feature missing,376,36,340,0.67108024877601,0.2628337744343212,0.3788936795679462,0.24798829791376667,0.29977316962850503,0.8553456996164349,0.09421728629313383,0.11182047546152195,0.09326589427107608,0.17084705913577425,Evaluation stratum only; preprocessing and model were not refit.
MEDDL,RF,Unweighted,No cleaned-feature missing,6043,487,5556,0.799389416403156,0.3077989075853924,0.6611909650924025,0.211424819435325,0.32039800995024875,0.7838372930165587,0.06464389673931974,0.08058911136852556,0.07961840015029921,0.25202713883832534,Evaluation stratum only; preprocessing and model were not refit.
MEDDL,RF,WTFA_A,No cleaned-feature missing,6043,487,5556,0.7968835180911085,0.33909360480055784,0.6817871035260344,0.2133917926187432,0.3250473683692189,0.7595356594135615,0.06847329586416986,0.08732476119528002,0.08710921183770134,0.2790027454701799,Evaluation stratum only; preprocessing and model were not refit.
MEDDL,RF,Unweighted,>=1 cleaned-feature missing,376,36,340,0.7700163398692811,0.4313124384913115,0.8333333333333334,0.16483516483516483,0.27522935779816515,0.5529411764705883,0.07479913790636253,0.09574468085106383,0.10571498427182437,0.48404255319148937,Evaluation stratum only; preprocessing and model were not refit.
MEDDL,RF,WTFA_A,>=1 cleaned-feature missing,376,36,340,0.7654737971407393,0.411727333627609,0.9026415729634986,0.18815628491837222,0.31140084068643353,0.5096687046921089,0.08855680455427925,0.11182047546152195,0.10896816729592596,0.5364360265930133,Evaluation stratum only; preprocessing and model were not refit.
MEDDL,XGBoost,Unweighted,No cleaned-feature missing,6043,487,5556,0.8060769717478043,0.31521025614985204,0.5195071868583162,0.28815489749430523,0.37069597069597066,0.8875089992800576,0.0642098123276651,0.08058911136852556,0.08048151624055579,0.14529207347344034,Evaluation stratum only; preprocessing and model were not refit.
MEDDL,XGBoost,WTFA_A,No cleaned-feature missing,6043,487,5556,0.8039179045681975,0.33176581650164566,0.539259380320287,0.29701060209547775,0.3830479548527757,0.8778775045895119,0.0686342057745474,0.08732476119528002,0.08493956565301401,0.15854887427097922,Evaluation stratum only; preprocessing and model were not refit.
MEDDL,XGBoost,Unweighted,>=1 cleaned-feature missing,376,36,340,0.7658496732026144,0.3538722900663175,0.5277777777777778,0.2602739726027397,0.3486238532110092,0.8411764705882353,0.07624795492210382,0.09574468085106383,0.09170251635021485,0.19414893617021275,Evaluation stratum only; preprocessing and model were not refit.
MEDDL,XGBoost,WTFA_A,>=1 cleaned-feature missing,376,36,340,0.7576714511089173,0.3242909970091093,0.45114403684100984,0.23784357748761115,0.3114764603977034,0.8179928354778101,0.09022671171496618,0.11182047546152195,0.09599134249446763,0.21210217754910707,Evaluation stratum only; preprocessing and model were not refit.
